gender,birth,marriage,religion,income,code_job,code_region
2,1935,2,2,,,3
2,1986,5,2,317,243,3
1,1988,5,2,250,899,3
1,1960,1,2,,,3
2,1958,1,2,48,999,3
1,1970,1,1,,873,3
2,1969,1,1,400,510,3
2,1992,5,1,230,422,3
1,1965,1,2,,,4
2,1973,1,1,329,864,4
2,1993,5,2,375,864,4
2,1999,5,1,,,4
1,1967,3,2,800,159,3
1,1999,5,2,,,3
2,1942,3,1,,,3
2,1972,5,1,58,510,3
1,1941,1,2,27,941,3
2,1946,1,2,,,3
2,1971,5,2,80,259,3
1,1947,1,2,,,3
2,1951,1,1,,,3
1,1964,1,1,,873,3
2,1970,1,1,184,243,3
2,2002,0,1,,,3
1,2004,0,1,,,3
1,2004,0,1,,,3
2,1943,2,1,27,941,3
2,1961,2,1,152,421,3
2,1959,2,1,,,3
1,1958,1,1,25,873,3
2,1962,1,1,,611,3
1,1946,1,1,,,3
2,1949,1,1,130,421,3
2,1930,2,1,,,3
1,1965,1,1,350,510,3
2,1968,1,1,,259,3
2,1997,5,1,,,3
2,1999,5,1,,,3
1,1953,1,1,350,874,3
2,1956,1,1,,,3
1,1982,1,1,292,239,3
2,1981,1,1,0,243,3
2,2015,0,2,,,3
2,2017,0,2,,,3
2,1982,1,1,200,930,3
2,1950,3,1,,,3
1,1960,5,2,300,842,3
1,1956,1,1,,,3
2,1958,1,1,,,3
2,1985,1,1,200,313,3
1,1985,1,1,691,743,3
2,2009,0,1,,,3
2,2012,0,1,,,3
1,1983,1,1,240,312,3
2,1983,1,1,170,243,3
1,2012,0,1,,,3
2,2015,0,1,,,3
2,2017,0,1,,,3
1,1970,1,1,383,842,3
2,1964,1,1,,,3
1,1958,1,1,,139,3
2,1962,1,1,,,3
1,1986,5,2,171,952,3
1,1955,1,2,,,5
2,1964,1,2,230,910,5
2,1938,2,1,,,3
1,1956,1,1,,611,3
2,1959,1,1,269,930,3
2,1937,2,1,,,3
1,1985,1,1,347,312,3
2,1985,1,1,,,3
1,2016,0,2,,,3
2,1960,2,2,,,3
2,1965,2,2,75,930,3
1,1934,1,2,,,3
2,1939,1,2,,,3
2,1942,2,2,27,952,3
2,1933,2,1,,,3
1,1942,1,1,,,3
2,1944,1,1,,,3
2,1936,2,1,,,3
2,1938,2,1,,611,3
2,1938,2,1,,,3
2,1938,2,1,,,3
2,1939,2,2,,,3
2,1930,2,2,,,3
1,1968,2,2,,521,3
1,2005,0,2,,,3
2,2011,0,2,,,3
2,1940,2,1,,,3
2,1942,2,1,,,3
1,1975,1,2,,521,3
2,1979,1,2,,521,3
1,2006,0,2,,,3
2,2011,0,2,,,3
2,1951,2,2,,611,3
1,1954,1,1,304,875,3
2,1957,1,1,,,3
2,1984,1,2,,,3
1,1985,1,2,465,224,3
2,2017,0,2,,,3
2,1942,2,1,,,3
1,1952,3,2,,,3
2,1935,2,1,,,3
2,1940,2,2,,,3
1,1965,1,1,,611,3
2,1968,1,1,,510,3
2,1997,5,1,,,3
1,1948,1,1,,611,3
2,1954,1,1,,611,3
1,1947,2,1,,,3
1,1952,1,1,,875,3
2,1950,1,1,,,3
1,1983,5,1,300,930,3
2,1930,2,2,,,3
2,1940,2,1,,,3
2,1974,1,2,237,930,4
2,1997,5,2,140,313,4
1,1979,1,2,279,854,4
2,2009,0,2,,,4
1,1929,2,2,,,3
2,1956,1,2,27,930,3
1,1929,2,2,,,3
2,1955,2,2,153,421,3
2,1931,2,1,,,3
2,1941,2,1,27,930,3
2,1938,2,1,,,3
2,1943,2,1,,,3
2,1940,2,1,,,3
1,1959,1,1,,613,3
2,1962,1,1,,613,3
1,1985,1,2,450,222,3
2,1986,1,2,,,3
1,1988,1,1,423,236,3
2,1988,1,1,,,3
1,1967,1,2,,611,3
2,1971,1,2,,,3
1,2000,5,2,,,3
1,2002,0,2,,,3
2,1955,2,1,68,941,3
1,1982,5,1,,,3
2,1983,1,2,480,320,3
1,1980,1,2,432,311,3
2,2014,0,2,,,3
1,2016,0,2,,,3
2,1943,2,1,,611,3
2,1933,2,2,,,3
2,1950,2,1,63,421,3
1,1947,1,1,,510,3
2,1948,1,1,,611,3
1,1973,3,2,186,782,3
1,1946,1,1,,611,3
2,1948,1,1,,611,3
1,1981,1,1,459,743,3
2,1983,1,2,241,245,3
1,2016,0,2,,,3
1,1937,1,1,,,3
2,1935,1,1,,,3
1,1937,1,1,,611,3
2,1942,1,1,,611,3
2,1938,2,1,,611,3
2,1932,2,2,,,3
2,1939,2,1,,,3
1,1961,1,1,,521,3
2,1964,1,1,,442,3
1,1992,5,1,,,3
2,1939,2,1,,,3
1,1928,2,2,,,3
2,1942,2,1,,611,3
1,1961,5,2,250,630,3
2,1927,2,2,,,3
2,1931,2,2,,,3
2,1941,2,1,,611,3
1,1943,2,1,,611,3
1,1934,1,1,,611,3
2,1939,1,1,,611,3
1,1960,1,1,318,851,3
2,1963,1,1,175,721,3
1,1992,5,1,249,431,3
2,1986,1,2,,,2
1,1980,1,2,509,222,2
2,2011,0,2,,,2
2,2013,0,2,,,2
1,1936,1,2,,611,3
2,1942,1,2,,611,3
1,1928,1,1,,,3
2,1934,1,1,,,3
2,1930,2,2,,,3
2,1932,2,2,,,3
2,1942,2,1,,,3
2,1936,2,2,,,3
2,1957,2,1,,613,3
1,1982,5,2,368,753,3
2,1980,5,2,333,311,1
2,1948,2,1,,611,3
1,1945,1,1,,611,3
2,1949,1,1,,611,3
2,1935,2,1,,,3
2,1930,2,1,,611,3
1,1971,5,1,,611,3
2,1942,2,2,,,3
2,1948,2,1,,,3
1,1938,1,1,,611,3
2,1943,1,1,,611,3
1,1967,5,2,,,3
1,1965,3,1,,521,3
1,2002,0,1,,,3
1,1947,1,1,,611,3
2,1950,1,1,,611,3
2,1950,2,1,60,951,3
1,1955,1,1,,611,3
2,1955,1,1,,611,3
2,1922,2,1,,,3
1,1982,1,1,,,3
2,1983,1,1,,,3
2,2013,0,1,,,3
2,2014,0,1,,,3
1,1940,1,1,,611,3
2,1948,1,1,,521,3
2,1941,2,1,,,3
2,1948,2,2,,,3
1,1938,1,2,,,3
2,1944,1,2,,,3
1,1940,1,2,,,3
2,1942,1,2,,,3
2,1945,2,1,,611,3
1,1932,2,1,,,3
1,1969,1,1,533,411,3
2,1969,1,1,583,311,3
1,2000,5,2,,,3
1,2002,0,2,,,3
1,1968,1,1,608,411,3
2,1972,1,1,,,3
1,1999,5,1,,,3
1,1952,1,2,150,873,3
2,1957,1,2,,,3
1,1962,1,1,80,784,3
2,1964,1,1,75,710,3
1,1950,1,2,,,3
2,1962,1,2,160,941,3
1,1961,1,1,,611,3
2,1966,1,1,,611,3
2,1942,2,1,,,3
1,1972,5,1,375,922,3
1,1986,5,2,,,3
2,1984,1,2,,259,3
1,1980,1,2,,,3
1,2016,0,2,,,3
2,1954,2,2,,521,3
2,1981,5,2,,999,3
1,1974,1,1,425,312,3
2,1939,2,1,,,3
2,1986,1,1,,,3
1,2012,0,1,,,3
1,2014,0,1,,,3
1,1956,1,1,,,3
2,1959,1,1,,,3
1,1948,1,2,,611,3
2,1948,1,1,,611,3
1,1964,1,1,,245,3
2,1968,1,1,,521,3
1,1996,5,1,,,3
2,2001,0,1,,,3
2,1989,1,2,,,3
1,1986,1,2,130,510,3
1,1939,1,1,,,3
2,1948,1,1,,521,3
1,1974,1,1,360,441,2
2,1974,1,1,221,441,2
2,2005,0,1,,,2
1,1973,5,2,,,3
2,1945,3,1,,,3
1,1955,1,1,,611,3
2,1956,1,1,,611,3
1,1960,1,1,188,248,7
2,1961,1,1,,,7
2,1994,5,1,,,7
1,1937,2,2,,,3
1,1938,1,2,,611,3
2,1947,1,2,,611,3
2,1936,2,1,,,3
2,1954,2,1,,151,3
1,1933,2,2,,,3
2,1959,2,1,180,421,3
1,1952,1,1,,611,3
2,1952,1,1,,611,3
1,1981,1,2,817,312,1
2,1983,1,2,,,1
2,2014,0,2,,,1
2,2017,0,2,,,1
1,1953,1,1,30,873,3
2,1969,1,1,200,253,3
2,1994,5,2,184,531,3
2,1955,2,1,,611,3
1,1978,1,1,,611,3
2,1977,1,1,190,312,3
2,2003,0,1,,,3
1,2006,0,1,,,3
1,2007,0,1,,,3
1,1951,1,1,,611,3
2,1954,1,1,,611,3
1,1984,5,1,250,252,7
1,1939,1,1,,611,3
2,1942,1,1,,,3
1,1935,1,1,,611,3
2,1947,1,1,,611,3
1,1942,1,1,,611,3
2,1943,1,1,,,3
1,1940,1,2,,611,3
2,1945,1,2,,,3
2,1966,1,2,232,442,3
1,1964,1,2,,611,3
1,1941,1,1,,611,3
2,1946,1,1,,611,3
2,1951,2,2,,,3
1,1939,1,1,,,3
2,1946,1,1,,,3
1,1935,1,1,,,3
2,1937,1,1,,,3
2,1937,2,1,,611,3
1,1965,1,1,,611,3
2,1967,1,1,,991,3
1,2002,0,1,,,3
2,1936,2,1,,,3
2,1939,2,2,,611,3
2,1931,2,2,,,3
1,1953,1,1,,611,3
2,1958,1,1,,611,3
2,1927,2,1,,,3
2,1955,2,1,,611,3
1,1954,1,1,300,772,3
2,1955,1,1,,,3
2,1937,2,1,,,3
2,1982,1,2,,,3
1,1979,1,2,358,842,3
1,2009,0,2,,,3
1,2011,0,2,,,3
2,2013,0,2,,,3
2,2018,0,2,,,3
1,1988,5,2,320,799,3
2,1940,2,1,,611,3
1,1973,5,1,,,3
2,1940,2,1,,,3
1,1935,1,1,,,3
2,1934,1,1,,,3
2,1936,2,1,,611,3
2,1935,2,2,,,3
2,1946,1,1,,,3
1,1937,1,1,,,3
2,1943,1,1,,,3
2,1941,2,1,,,3
2,1953,2,1,140,922,3
2,1940,2,1,,,3
2,1932,2,1,,,3
2,1936,2,1,,,3
1,1965,3,2,,772,3
2,1939,2,1,,,3
2,1937,2,1,,,3
2,1932,2,2,,,3
1,1955,1,1,,611,3
2,1959,1,2,,611,3
2,1984,5,2,397,399,3
1,1967,1,2,,611,3
2,1977,1,2,,611,3
1,2000,5,2,,,3
2,2002,0,2,,,3
1,2006,0,2,,,3
1,1954,1,1,,613,3
2,1957,1,1,,613,3
1,1937,1,1,,611,3
2,1942,1,1,,611,3
1,1935,2,2,,611,3
1,1934,1,1,,611,3
2,1943,1,1,,611,3
1,1962,3,1,,611,3
2,1970,3,1,,611,3
2,1997,5,1,,,3
1,1933,1,2,,,3
2,1941,1,2,,,3
2,1945,2,1,,,3
2,1939,2,1,,,3
2,1928,2,2,,,3
1,1936,1,2,27,941,3
2,1954,1,2,180,930,3
1,1941,1,1,,,3
2,1940,1,1,,,3
1,1925,1,1,,,3
2,1930,1,1,,,3
1,1936,1,2,27,941,3
2,1941,1,2,,,3
1,1960,5,2,,,3
2,1923,2,1,,,3
1,1956,1,1,,611,3
2,1957,1,1,27,133,3
2,1932,2,1,,,3
1,1950,1,1,,611,3
2,1957,1,1,,611,3
2,1984,1,2,271,313,1
1,1977,1,2,665,221,1
1,1982,3,2,417,320,3
2,1987,3,1,333,252,3
1,2014,0,1,,,3
2,2016,0,1,,,3
1,1964,1,2,257,753,3
2,1985,1,2,,611,3
2,1935,2,2,,611,3
2,2005,0,2,,,3
1,2007,0,2,,,3
2,1937,2,2,,,3
1,1938,1,1,,611,3
2,1946,1,1,,611,3
2,1931,2,1,,,3
2,1957,2,1,111,941,3
2,1948,2,2,,611,3
1,1931,1,1,,,3
2,1937,1,1,,,3
1,1932,1,2,,611,3
2,1940,1,2,,611,3
2,1941,2,2,,,3
2,2002,0,2,,,3
2,1940,2,1,,,3
1,1940,1,1,,,3
2,1947,1,1,,,3
1,1944,1,1,,611,3
2,1949,1,1,,611,3
1,1933,1,1,,,3
2,1937,1,1,,,3
2,1927,2,2,,,3
1,1945,1,1,,611,3
2,1950,1,1,,611,3
1,1972,1,1,,,3
2,1990,1,1,167,991,3
2,1952,2,2,104,421,3
1,1949,1,1,,611,3
2,1957,1,1,,611,3
2,1982,1,2,,,3
1,1982,1,2,300,320,3
1,2012,0,2,,,3
2,2015,0,2,,,3
1,1935,1,2,,611,3
2,1944,1,1,,611,3
1,1932,2,2,,,3
1,1966,3,2,,991,3
2,1999,5,2,,,3
1,1936,1,2,,611,3
2,1946,1,1,,611,3
1,1980,1,1,,611,3
2,1983,1,1,,,3
1,2010,0,1,,,3
1,2011,0,1,,,3
2,1947,2,1,,,3
1,1947,1,1,,,3
2,1952,1,1,,,3
2,1934,2,2,,,3
1,1931,2,1,,,3
1,1961,5,1,,611,3
1,1960,3,2,,611,3
2,1927,2,2,,,3
1,1952,1,1,,611,3
2,1955,1,1,,611,3
1,1960,1,2,85,873,3
2,1969,1,2,85,941,3
1,1997,5,2,,,3
2,1998,5,2,,,3
1,2000,5,2,,,3
2,1949,2,1,,611,3
2,1942,2,1,,611,3
2,1931,2,1,,,3
2,1940,2,1,,611,3
2,1940,2,2,,611,3
2,1939,2,1,,611,3
2,1938,2,1,,,3
1,1967,3,2,,510,7
1,1994,5,2,160,412,7
1,1978,1,2,220,312,7
2,1977,1,2,297,247,7
1,2006,0,2,,,7
1,2008,0,2,,,7
2,2012,0,2,,,7
2,1983,1,2,,,7
2,1981,1,2,215,422,7
1,1977,1,2,478,873,7
1,2007,0,2,,,7
2,2009,0,2,,,7
2,1941,2,1,,611,7
1,1976,1,2,599,252,7
2,1977,1,2,541,252,7
1,2007,0,2,,,7
1,2009,0,2,,,7
1,1976,1,2,259,761,7
2,1978,1,2,,,7
2,2009,0,2,,,7
2,2013,0,2,,,7
1,1958,1,1,,,7
2,1958,1,1,,,7
1,1991,5,1,206,831,7
1,1984,1,1,209,312,7
2,1990,1,2,217,313,7
2,1932,2,1,,,7
2,1999,5,2,,,7
1,1954,5,2,,,7
1,1972,1,2,322,312,7
2,1972,1,2,200,421,7
1,1998,5,2,,,7
2,2002,0,2,,,7
2,2005,0,2,,,7
1,1959,4,2,618,612,7
1,1943,1,2,,,7
2,1941,1,2,,,7
2,1940,2,2,,991,7
1,1957,1,1,,873,7
2,1963,1,1,98,941,7
1,1997,5,1,,,7
1,1986,1,2,305,222,1
2,1980,1,1,,,1
2,2014,0,1,,,1
2,2016,0,1,,,1
1,1989,1,2,278,921,7
2,1988,1,2,,422,7
2,2014,0,2,,,7
2,2016,0,2,,,7
1,1962,1,1,583,311,7
2,1967,1,1,120,243,7
2,1997,5,1,,,7
2,1998,5,1,,,7
1,2006,0,1,,,7
1,1962,1,2,788,311,7
2,1964,1,1,274,421,7
1,1991,5,2,219,312,7
2,1993,5,2,250,259,7
2,1956,2,2,154,952,7
1,1983,5,2,,,7
1,1968,1,2,,761,7
2,1974,1,2,,,7
1,2009,0,2,,,7
2,2012,0,2,,,7
1,1976,3,2,428,311,7
2,1942,1,2,,,7
2,2008,0,2,,,7
1,1945,1,2,,,7
1,2011,0,2,,,7
2,1983,1,1,245,320,7
1,1982,1,1,413,411,7
1,1959,1,1,,611,7
2,1960,1,1,100,432,7
1,1989,5,2,200,246,1
2,1956,3,2,184,999,7
2,1942,4,1,22,999,7
2,1946,2,1,71,941,7
1,1939,1,2,,,7
2,1947,1,1,27,999,7
1,1973,3,2,200,873,7
2,2008,0,2,,,7
2,2010,0,2,,,7
1,1970,1,1,499,432,7
2,1971,1,1,,,7
1,2003,0,2,,,7
1,2005,0,2,,,7
1,1947,1,1,,,7
2,1950,1,1,,951,7
1,1973,1,1,,231,7
2,1973,1,1,191,399,7
2,2001,0,1,,,7
1,2006,0,1,,,7
1,1977,1,2,327,312,7
2,1977,1,2,124,254,7
1,2006,0,2,,,7
2,2006,0,2,,,7
2,1950,2,1,27,941,7
1,1971,5,1,130,941,7
1,1946,1,2,,611,7
2,1946,1,2,,611,7
1,1970,5,1,340,910,7
1,1959,1,1,,611,7
2,1962,1,1,274,710,7
1,1986,5,1,344,234,7
2,1936,2,1,27,941,7
1,1969,1,1,288,247,7
2,1969,1,1,,783,7
1,1995,5,1,,,7
2,1997,5,1,,,7
2,1938,2,1,27,941,7
1,1952,1,1,,611,7
2,1958,1,1,,611,7
1,1981,1,2,320,312,7
2,1988,1,2,,442,7
2,1930,2,1,,,7
1,1932,1,2,,,7
2,1935,1,2,,,7
1,1960,1,1,,611,7
2,1961,1,1,,611,7
1,1984,5,1,247,231,7
1,1988,1,1,278,231,7
2,1988,1,1,174,312,7
1,1955,1,2,,611,7
2,1958,1,2,,611,7
1,1980,5,2,,611,7
1,1982,5,2,,,7
1,1941,1,2,,,7
2,1944,1,1,,,7
1,1972,1,2,,611,7
2,1975,1,2,,521,7
1,2004,0,2,,,7
1,2005,0,2,,,7
2,2009,0,2,,,7
2,2012,0,2,,,7
1,2014,0,2,,,7
2,1932,2,1,27,991,7
1,1955,1,2,,611,7
2,1954,1,2,,611,7
1,1947,3,1,90,991,7
2,1944,2,1,,611,7
2,1927,2,2,,,7
1,1932,2,2,,,7
1,1973,1,2,,611,7
2,1972,1,2,,,7
1,2004,0,2,,,7
2,2006,0,2,,,7
2,1934,2,2,,,7
1,1969,3,1,,521,7
2,1994,5,2,270,254,7
1,2002,0,2,,,7
1,1969,5,2,,910,7
2,1974,1,2,,,7
1,1978,1,2,,611,7
2,2011,0,2,,,7
1,2014,0,2,,,7
2,1949,2,2,100,991,7
1,1932,2,1,,,7
2,1941,2,1,,,7
1,1970,1,1,,792,7
2,1990,1,1,,,7
2,2016,0,1,,,7
1,1939,1,2,,,7
2,1936,1,2,,,7
2,1932,2,2,,,7
2,1937,2,2,42,941,7
2,1925,2,1,,,7
2,1951,2,1,,,7
1,1946,1,1,,611,3
2,1950,1,1,,611,3
1,1933,1,2,,,3
2,1937,1,2,,,3
1,1932,1,2,,,3
2,1935,1,1,,,3
1,1952,1,1,250,942,4
2,1951,1,1,,,4
1,1980,1,1,251,247,2
2,1979,1,1,271,252,2
1,2010,0,1,,,2
2,2012,0,1,,,2
2,1965,1,1,,,4
1,1959,1,2,,,4
2,2003,0,2,,,4
1,1966,5,2,327,151,4
1,1967,1,2,,141,4
2,1977,1,2,247,313,4
1,2002,0,2,,,4
1,2005,0,2,,,4
2,1955,2,1,154,991,4
2,1934,2,2,,,4
2,1939,2,2,,611,4
1,1967,1,2,,532,4
2,1976,1,2,,532,4
2,1997,5,2,,,4
1,1960,1,2,209,743,6
2,1963,1,2,223,930,6
1,1989,5,2,,,6
2,1992,5,2,207,245,2
2,1948,2,1,,,1
1,1979,1,1,720,273,1
2,1979,1,1,467,320,1
1,2015,0,1,,,1
2,1959,1,1,,,2
1,1958,1,1,,141,2
2,1989,1,1,,,2
1,1983,1,1,,241,2
1,1947,1,1,201,942,1
2,1947,1,1,154,941,1
1,1976,5,2,,781,1
2,1979,1,2,208,286,4
1,1979,1,2,290,286,4
2,2008,0,2,,,4
1,2014,0,2,,,4
1,1969,1,2,,222,1
2,1970,1,2,473,313,1
2,1999,5,2,,,1
2,1972,3,2,200,259,2
1,1954,2,2,190,873,2
1,1981,5,2,,875,2
1,1983,1,2,360,274,2
2,1982,1,2,216,313,2
2,2007,0,2,,,2
1,2008,0,2,,,2
2,1958,3,2,,,2
2,1952,4,2,140,941,2
2,1950,2,2,,,2
2,1979,1,2,219,313,2
1,1977,1,2,431,761,2
2,2009,0,2,,,2
1,2015,0,2,,,2
1,1958,1,1,434,873,2
2,1953,1,1,35,421,2
2,1922,2,1,,,2
1,1983,1,2,460,761,2
2,1983,1,2,,,2
2,2013,0,2,,,2
1,2017,0,2,,,2
2,1981,1,2,,,2
1,1986,1,2,533,235,2
2,2016,0,2,,,2
2,1938,2,2,,,1
1,1942,1,1,,611,2
2,1947,1,1,,611,2
1,1939,1,1,,611,2
2,1938,1,1,,611,2
2,1946,2,2,,611,2
2,1932,1,1,,611,2
1,1948,1,2,,611,2
2,1951,1,2,,611,2
2,1981,5,2,212,259,2
2,1939,2,2,27,941,2
1,1947,1,1,,611,2
2,1952,1,2,,442,2
2,1939,2,1,,611,2
1,1939,1,1,,,2
2,1944,1,2,,611,2
2,1921,6,1,,,2
2,1950,2,1,114,421,2
2,1998,5,1,,,2
2,2001,0,1,,,2
1,1944,1,1,,248,7
2,1948,1,1,,,7
2,1954,2,2,70,941,2
1,1994,5,2,237,252,2
2,1968,5,2,180,314,6
1,1929,1,1,,,1
2,1937,1,2,,,1
1,1944,1,2,,,1
2,1945,1,2,,,1
1,1972,1,2,,941,1
2,1976,1,1,344,422,1
1,1964,1,2,500,821,1
2,1962,1,2,,,1
2,1997,5,2,,,1
2,1940,2,2,,,2
1,1934,2,1,,,1
2,1936,2,1,,,1
1,1985,5,1,302,432,1
1,1944,2,1,,,1
1,1950,1,2,,730,1
2,1954,1,1,42,314,1
1,1970,5,2,731,225,1
1,1972,1,1,,,1
2,1974,1,1,,,1
2,2007,0,1,,,1
1,2008,0,1,,,1
2,2012,0,1,,,1
2,2016,0,1,,,1
1,1968,1,2,235,441,1
2,1968,1,2,150,930,1
2,2009,0,2,,,1
1,1974,1,2,542,254,1
2,1979,1,2,,,1
1,2010,0,2,,,1
2,1930,2,1,,,1
2,1971,1,1,270,132,5
1,1971,1,2,,874,5
2,1995,5,2,,,3
1,1978,1,1,,875,5
2,1971,1,1,104,421,5
2,2006,0,1,,,5
1,1960,1,1,,611,5
2,1962,1,1,120,953,5
1,1995,5,2,,,5
1,1941,1,1,,,5
2,1944,1,1,,,5
2,1931,2,2,,,5
1,1935,1,1,,,5
2,1940,1,1,27,999,5
2,1933,2,1,,,5
1,1940,1,1,,,5
2,1953,1,1,,,5
1,1979,1,2,391,930,5
2,1979,1,2,,,5
1,1939,1,2,,,5
2,1950,1,2,27,952,5
2,1942,2,2,27,999,5
1,1969,1,1,255,431,5
2,1980,1,1,223,313,5
2,2004,0,1,,,5
1,2006,0,1,,,5
1,1982,1,2,500,141,5
2,1983,1,2,,,5
1,2012,0,2,,,5
1,2012,0,2,,,5
2,2017,0,2,,,5
1,1975,1,2,300,875,5
2,1983,1,2,,,5
2,1944,2,2,27,999,5
1,1964,4,2,,910,5
1,1997,5,2,,,5
2,1968,3,2,,,5
2,1991,5,2,180,259,5
1,1935,3,1,,,5
2,1943,3,2,,,5
2,1938,2,1,,,5
2,1937,2,2,,,5
1,1972,1,1,,730,5
2,1972,1,1,220,521,5
2,2004,0,1,,,5
1,1968,1,1,339,852,5
2,1968,1,1,,,5
1,1996,5,1,,,5
1,1999,5,1,,,5
2,1934,2,1,,,5
1,1943,2,2,,611,5
1,1974,3,1,,782,7
1,2003,0,1,,,7
1,2004,0,1,,,7
2,1939,2,1,,,7
1,1979,1,1,376,311,7
2,1979,1,1,224,254,7
1,2010,0,1,,,7
2,2011,0,1,,,7
1,2013,0,1,,,7
1,1939,1,2,,,7
2,1942,1,2,,,7
2,1940,2,1,,,7
1,1979,1,1,419,330,7
2,1980,1,1,375,330,7
2,2010,0,1,,,7
2,2012,0,1,,,7
2,2014,0,1,,,7
1,1973,1,2,807,510,7
2,1974,1,2,308,799,7
2,2001,0,2,,,7
2,1939,2,1,,,7
1,1936,1,2,,611,7
2,1936,1,2,,611,7
1,1947,1,2,,611,7
2,1953,1,2,,611,7
1,1939,1,1,,991,7
2,1942,1,1,,991,7
1,1957,1,2,,,7
2,1959,1,2,,951,7
2,1983,1,2,203,311,7
1,1979,1,2,242,311,7
1,2017,0,2,,,7
1,2017,0,2,,,7
2,1930,2,1,,941,1
2,1965,3,1,,,1
1,1943,3,2,,,5
2,1938,2,1,,611,5
1,1993,5,1,270,762,5
1,1937,2,2,,611,5
2,1931,2,2,,,5
2,1939,2,2,,,5
1,1965,5,1,,,5
2,1949,2,1,,611,5
2,1949,2,2,,611,5
1,1957,1,2,220,930,5
2,1961,1,2,417,311,5
2,1986,5,2,,,5
1,1991,5,2,200,441,5
1,1952,1,1,184,942,5
2,1957,1,1,,,5
2,1939,2,1,,,5
2,1951,2,1,,,5
1,1980,1,2,725,330,5
2,1980,1,2,,,5
2,2008,0,2,,,5
2,2011,0,2,,,5
1,1935,2,2,,,5
1,1946,1,2,,,5
2,1950,1,2,,,5
2,1952,3,1,,,5
1,1968,1,2,460,149,5
2,1971,1,2,159,953,5
2,1999,5,2,108,422,5
2,2002,0,2,,,5
1,1935,2,2,,,5
2,1978,3,1,,,5
2,1997,5,1,325,930,5
1,2003,0,1,,,5
1,1982,1,2,679,312,5
2,1981,1,2,218,313,5
2,2014,0,2,,,5
2,1956,3,2,,,5
1,2018,0,2,,,5
1,1985,1,2,517,239,5
2,1987,1,1,,222,5
2,2018,0,2,,,5
1,1942,1,1,45,999,5
2,1945,1,1,,,5
2,1947,2,1,,,7
1,1948,1,1,,611,7
2,1952,1,1,,611,7
1,1979,5,2,517,313,7
2,1981,1,2,,,7
1,1981,1,2,313,274,7
2,1953,2,1,,,7
1,1941,1,2,,,7
2,1945,1,2,,,7
2,1940,2,2,,,7
1,1971,1,2,356,930,7
2,1971,1,2,,,7
2,2009,0,2,,,7
2,1947,2,2,,,7
1,1938,1,1,,,7
2,1942,1,1,60,941,7
1,1942,2,1,,,7
2,1944,2,1,,,7
1,1955,1,1,,611,7
2,1957,1,1,,611,7
2,1943,2,1,,,7
2,1945,2,1,,611,7
1,1930,1,1,,,7
2,1936,1,1,,,7
2,1937,2,1,27,941,5
1,1946,1,1,,,5
2,1945,1,1,,521,5
1,1975,5,2,,,5
1,1960,1,1,1110,111,1
2,1960,1,2,,,1
1,1988,5,1,,941,1
2,1994,5,2,,,1
1,1940,1,1,,242,1
2,1947,1,1,,314,1
1,1974,1,1,172,910,6
2,1972,1,1,236,521,6
2,2004,0,1,,,6
1,2006,0,1,,,6
1,1938,1,1,,,2
2,1940,1,1,,,2
1,1953,1,1,,521,1
2,1957,1,1,,521,1
1,1967,5,2,220,992,1
2,1965,3,2,,,1
1,1991,5,2,,,1
1,1940,2,2,27,999,1
1,1974,5,2,234,910,1
1,1937,1,2,,,1
2,1939,1,2,,,1
1,1956,1,1,,,1
2,1957,1,1,,,1
1,1989,5,1,,999,1
1,1932,1,1,,141,1
2,1933,1,1,,,1
1,1955,1,2,,873,2
2,1958,1,2,,,2
1,1945,1,1,159,941,1
2,1948,1,1,,,1
1,1973,5,1,,,1
1,1949,1,2,153,942,1
2,1952,1,2,42,951,1
1,1976,1,2,502,312,1
2,1978,1,2,336,281,1
1,2016,0,2,,,1
2,1936,2,2,,,5
1,1938,2,2,,,5
1,1946,2,1,9,999,5
2,1939,2,1,,611,5
1,1933,1,1,,611,5
2,1936,1,1,,611,5
2,1955,2,2,,,5
2,1937,3,2,,,5
1,1957,1,2,,611,5
2,1961,1,2,,611,5
1,1987,5,2,,611,5
2,1984,5,2,250,532,5
1,1986,5,2,500,930,5
2,1965,2,2,,,5
2,1994,5,2,130,930,5
2,1946,2,1,,611,5
1,1947,1,1,,611,5
2,1946,1,1,,611,5
2,1941,3,1,,,5
2,1974,5,2,461,246,5
1,1957,1,2,,611,5
2,1956,1,2,,930,5
1,1939,2,2,,611,5
1,1958,3,2,,,5
1,1941,1,1,,611,5
2,1943,1,1,,611,5
1,1946,1,1,,,5
2,1955,1,1,84,421,5
1,1980,5,2,741,239,5
2,1946,2,1,,722,5
2,1946,3,1,,,5
2,1981,5,2,,521,5
1,1973,1,2,677,320,5
2,1977,1,2,,,5
1,1981,5,2,237,874,5
2,1947,2,2,,,5
2,1980,5,2,166,421,5
2,1941,2,2,,,7
2,1949,2,1,,,7
2,1956,3,2,,,7
1,1956,2,2,,,7
1,1940,1,2,,,7
2,1945,1,2,,,7
1,1945,1,1,,,7
2,1947,1,1,27,941,7
1,1956,1,2,,,7
2,1962,1,1,,,7
1,1976,1,1,529,312,7
2,1977,1,1,457,252,7
1,2012,0,1,,,7
2,2014,0,1,,,7
1,1949,1,2,,,7
2,1951,1,2,,,7
1,1945,1,1,,611,6
2,1950,1,1,,611,6
2,1943,2,1,,611,6
